,veiculo_id,hr_ini,ping_dt,latitude_final_nr,longitude_final_nr
3240294,19977,18,2023-03-13,-23.561127,-46.57877
3240308,19984,18,2023-03-13,-23.384167,-46.324303
3240310,20023,18,2023-03-13,-23.502848,-46.60953
3240313,19960,18,2023-03-13,-23.443377,-46.720764
3240392,19978,18,2023-03-13,-23.53096,-46.764217
3240574,19993,18,2023-03-13,-23.569408,-46.733578
3240792,20492,18,2023-03-13,-23.59557,-46.83496
3240863,20509,18,2023-03-13,-23.712194,-46.70703
3240886,20454,18,2023-03-13,-23.610142,-46.75267
3240985,20804,18,2023-03-13,-23.586493,-46.723106
3240994,20706,18,2023-03-13,-23.561592,-46.621315
3241042,20487,18,2023-03-13,-23.70613,-46.78948
3241094,21011,18,2023-03-13,-23.568888,-46.704353
3241123,19957,18,2023-03-13,-23.480549,-46.662025
3241132,19973,18,2023-03-13,-23.736092,-46.691452
3241135,20321,18,2023-03-13,-23.659431,-46.64043
3241373,19918,18,2023-03-13,-23.513403,-46.654385
3241589,20518,18,2023-03-13,-23.571007,-46.704865
3241866,19943,18,2023-03-13,-23.513536,-46.593327
3241894,19921,18,2023-03-13,-23.60113,-46.576653
3241904,19883,18,2023-03-13,-23.630318,-46.478107
3241947,19936,18,2023-03-13,-23.543224,-46.561806
3242157,19958,18,2023-03-13,-23.601948,-46.676117
3242160,19979,18,2023-03-13,-23.776817,-46.700424
3242179,19974,18,2023-03-13,-23.622984,-46.610565
3242198,20019,18,2023-03-13,-23.672462,-46.738567
3242271,20007,18,2023-03-13,-23.603567,-46.68158
3242273,19980,18,2023-03-13,-23.437275,-46.51468
3242281,20008,18,2023-03-13,-23.44328,-46.751873
3242415,20710,18,2023-03-13,-23.641714,-46.786823
3242416,20466,18,2023-03-13,-23.517893,-46.549194
3242421,20470,18,2023-03-13,-23.575409,-46.71709
3242430,19931,18,2023-03-13,-23.543186,-46.76922
3242431,19866,18,2023-03-13,-23.49952,-46.64415
3242432,21000,18,2023-03-13,-23.570185,-46.70554
3242471,20805,18,2023-03-13,-23.672756,-46.763912
3242487,20809,18,2023-03-13,-23.704994,-46.632977
3242499,21004,18,2023-03-13,-23.461376,-46.68523
3242576,20702,18,2023-03-13,-23.684937,-46.74595
3242587,21012,18,2023-03-13,-23.699873,-46.85806
3242588,20507,18,2023-03-13,-23.649837,-46.743057
3242607,20535,18,2023-03-13,-23.747923,-46.67937
3242843,21017,18,2023-03-13,-23.570166,-46.705437
3242856,20011,18,2023-03-13,-23.532267,-46.692513
3242910,20515,18,2023-03-13,-23.529919,-46.72765
3242921,19987,18,2023-03-13,-23.673626,-46.478775
3245720,40064,18,2023-03-17,-23.623772,-46.793697
3245721,40083,18,2023-03-17,-23.548843,-46.939823
3245722,40069,18,2023-03-17,-23.569927,-46.70533
3245724,40078,18,2023-03-17,-23.422758,-46.714554
3245727,40059,18,2023-03-17,-23.572441,-46.69495
3245729,39844,18,2023-03-17,-23.779463,-46.67538
3245731,39797,18,2023-03-17,-23.479483,-46.715286
3245732,39566,18,2023-03-17,-23.630693,-46.76481
3245733,40036,18,2023-03-17,-23.431858,-46.535637
3246820,39881,18,2023-03-17,-23.584883,-46.834717
3247134,40068,18,2023-03-17,-23.490177,-46.564396
3247135,39905,18,2023-03-17,-23.537428,-46.684647
3247136,39564,18,2023-03-17,-23.350971,-46.74339
3247137,39930,18,2023-03-17,-23.592487,-46.680077
3256754,29529,18,2023-03-16,-23.570724,-46.704952
3258445,29526,18,2023-03-16,-23.685555,-46.747463
3258714,19958,18,2023-03-17,-23.555864,-46.691128
3258778,20016,18,2023-03-17,-23.562746,-46.65136
3258780,19981,18,2023-03-17,-23.647293,-46.80536
3259163,19986,18,2023-03-17,-23.525621,-46.646046
3259224,20012,18,2023-03-17,-23.580982,-46.699745
3259271,20473,18,2023-03-17,-23.577232,-46.65939
3259272,20492,18,2023-03-17,-23.569498,-46.812164
3259298,20452,18,2023-03-17,-23.497978,-46.632523
3259361,20698,18,2023-03-17,-23.563536,-46.73189
3259364,20466,18,2023-03-17,-23.578632,-46.704475
3259366,20510,18,2023-03-17,-23.56922,-46.671387
3259386,20450,18,2023-03-17,-23.565622,-46.648342
3259388,19931,18,2023-03-17,-23.615643,-46.68474
3259438,20009,18,2023-03-17,-23.682453,-46.74784
3259478,20805,18,2023-03-17,-23.691767,-46.55858
3259532,20812,18,2023-03-17,-23.677687,-46.437656
3259534,20724,18,2023-03-17,-23.60029,-46.664673
3259535,20814,18,2023-03-17,-23.481539,-46.40281
3259536,19948,18,2023-03-17,-23.542356,-46.879135
3259584,20733,18,2023-03-17,-23.570099,-46.72064
3259649,19912,18,2023-03-17,-23.557014,-46.545387
3259677,21011,18,2023-03-17,-23.586525,-46.70583
3259730,19973,18,2023-03-17,-23.620787,-46.706703
3259735,20321,18,2023-03-17,-23.489622,-46.754036
3259819,19901,18,2023-03-17,-23.501337,-46.15617
3260296,20518,18,2023-03-17,-23.547052,-46.67076
3260780,20011,18,2023-03-17,-23.53223,-46.692554
3260828,19903,18,2023-03-17,-23.639378,-46.81087
3260942,19974,18,2023-03-17,-23.623093,-46.610474
3260944,19961,18,2023-03-17,-23.645443,-46.659943
3261008,20007,18,2023-03-17,-23.603506,-46.6817
3261115,20710,18,2023-03-17,-23.641647,-46.787003
3261117,20704,18,2023-03-17,-23.659655,-46.64127
3261121,20468,18,2023-03-17,-23.659643,-46.695255
3261154,21002,18,2023-03-17,-23.745235,-46.80532
3261198,19982,18,2023-03-17,-23.53972,-46.71187
3261224,19945,18,2023-03-17,-23.451681,-46.57962
3261388,19921,18,2023-03-17,-23.601215,-46.57557
3261389,19932,18,2023-03-17,-23.595488,-46.72666
3261415,19873,18,2023-03-17,-23.596647,-46.48628
3261437,21000,18,2023-03-17,-23.57016,-46.7055
3261442,19952,18,2023-03-17,-23.766914,-46.69178
3261449,19970,18,2023-03-17,-23.570137,-46.705463
3261451,20014,18,2023-03-17,-23.654495,-46.756905
3261483,40069,18,2023-03-16,-23.569468,-46.704163
3261487,40034,18,2023-03-16,-23.57184,-46.691113
3261490,39930,18,2023-03-16,-23.592104,-46.679955
3262484,40064,18,2023-03-16,-23.62371,-46.793667
3262571,40037,18,2023-03-16,-23.562313,-46.676247
3262841,19987,18,2023-03-16,-23.65102,-46.49187
3262908,19991,18,2023-03-16,-23.590454,-46.67806
3262920,20000,18,2023-03-16,-23.571098,-46.692673
3263281,19986,18,2023-03-16,-23.481771,-46.676296
3263493,20799,18,2023-03-16,-23.56056,-46.64838
3263496,20698,18,2023-03-16,-23.607487,-46.76866
3263503,20474,18,2023-03-16,-23.466082,-46.535526
3263518,19931,18,2023-03-16,-23.564398,-46.695545
3263608,19911,18,2023-03-16,-23.590218,-46.76747
3263664,20804,18,2023-03-16,-23.565525,-46.747536
3263671,21004,18,2023-03-16,-23.432442,-46.751522
3263680,20801,18,2023-03-16,-23.492231,-46.69929
3263681,20515,18,2023-03-16,-23.549707,-46.77623
3263684,19952,18,2023-03-16,-23.774307,-46.69982
3263723,20001,18,2023-03-16,-23.560286,-46.702427
3263739,19900,18,2023-03-16,-23.669775,-46.63636
3263741,20733,18,2023-03-16,-23.631548,-46.73529
3263768,20813,18,2023-03-16,-23.679817,-46.793636
3263769,20807,18,2023-03-16,-23.59175,-46.679638
3263791,19982,18,2023-03-16,-23.539547,-46.711933
3263817,19869,18,2023-03-16,-23.655088,-46.579563
3263851,20535,18,2023-03-16,-23.611814,-46.717888
3263852,21029,18,2023-03-16,-23.54516,-46.938652
3263855,19957,18,2023-03-16,-23.481,-46.63114
3263863,19945,18,2023-03-16,-23.518585,-46.76023
3263932,19901,18,2023-03-16,-23.523462,-46.182453
3264003,20498,18,2023-03-16,-23.558268,-46.775917
3264462,19921,18,2023-03-16,-23.54436,-46.59992
3264475,19899,18,2023-03-16,-23.562218,-46.80158
3264573,20018,18,2023-03-16,-23.543493,-46.6913
3264710,19970,18,2023-03-16,-23.570261,-46.705624
3264806,20007,18,2023-03-16,-23.6034,-46.681698
3264939,20526,18,2023-03-16,-23.665735,-46.53166
3264945,20710,18,2023-03-16,-23.64147,-46.78698
3264949,20704,18,2023-03-16,-23.65965,-46.641304
3265003,20920,18,2023-03-16,-23.55781,-46.64279
3265072,20507,18,2023-03-16,-23.649887,-46.743046
3265229,19932,18,2023-03-16,-23.59543,-46.726597
3265233,21017,18,2023-03-16,-23.570166,-46.70566
3265244,20011,18,2023-03-16,-23.532274,-46.692463
3265279,21008,18,2023-03-16,-23.681696,-46.773937
3265307,20025,18,2023-03-16,-23.570005,-46.705154
3265319,21006,18,2023-03-16,-23.584457,-46.71864
3268515,20023,19,2023-03-15,-23.502932,-46.609398
3268520,19960,19,2023-03-15,-23.484533,-46.73413
3268523,19987,19,2023-03-15,-23.666477,-46.49467
3268605,19962,19,2023-03-15,-23.617277,-46.592194
3268609,20015,19,2023-03-15,-23.52368,-46.85143
3268646,19983,19,2023-03-15,-23.570501,-46.699615
3268810,19993,19,2023-03-15,-23.540895,-46.733547
3268923,19986,19,2023-03-15,-23.460129,-46.648563
3268965,20012,19,2023-03-15,-23.627645,-46.745823
3268995,20473,19,2023-03-15,-23.672073,-46.63778
3269045,20475,19,2023-03-15,-23.558384,-46.67263
3269057,20698,19,2023-03-15,-23.590292,-46.780914
3269066,20468,19,2023-03-15,-23.653856,-46.711792
3269072,20461,19,2023-03-15,-23.600555,-46.85905
3269081,20450,19,2023-03-15,-23.655754,-46.78147
3269141,19880,19,2023-03-15,-23.649712,-46.666607
3269160,20920,19,2023-03-15,-23.555618,-46.64272
3269198,20800,19,2023-03-15,-23.476517,-46.751633
3269203,20812,19,2023-03-15,-23.658031,-46.53562
3269204,20724,19,2023-03-15,-23.608137,-46.675602
3269235,20282,19,2023-03-15,-23.53805,-46.704056
3269278,20807,19,2023-03-15,-23.736904,-46.786396
3269329,20521,19,2023-03-15,-23.560484,-46.67036
3269332,21006,19,2023-03-15,-23.584625,-46.71846
3269337,19920,19,2023-03-15,-23.602694,-46.49901
3269358,20535,19,2023-03-15,-23.582928,-46.681664
3269359,21029,19,2023-03-15,-23.592146,-46.905758
3269377,20321,19,2023-03-15,-23.723434,-46.522915
3269467,19901,19,2023-03-15,-23.507072,-46.137917
3270184,19874,19,2023-03-15,-23.547155,-46.787815
3270241,21017,19,2023-03-15,-23.570263,-46.70548
3270263,19934,19,2023-03-15,-23.651175,-46.75051
3270369,19903,19,2023-03-15,-23.662394,-46.62237
3270472,19997,19,2023-03-15,-23.700478,-46.771984
3270662,20526,19,2023-03-15,-23.665604,-46.53195
3270664,20704,19,2023-03-15,-23.659641,-46.641354
3270667,20470,19,2023-03-15,-23.57586,-46.741364
3270710,20804,19,2023-03-15,-23.565525,-46.747475
3270717,19948,19,2023-03-15,-23.542265,-46.879375
3270719,19952,19,2023-03-15,-23.766907,-46.691742
3270728,20001,19,2023-03-15,-23.44741,-46.724663
3270821,19926,19,2023-03-15,-23.649666,-46.6531
3270828,20498,19,2023-03-15,-23.496002,-46.747128
3270974,19932,19,2023-03-15,-23.595442,-46.72657
3271013,21000,19,2023-03-15,-23.570305,-46.705673
3271038,20696,19,2023-03-15,-23.74209,-46.779057
3271081,39564,19,2023-03-14,-23.351246,-46.753956
3271083,39844,19,2023-03-14,-23.779287,-46.675312
3271085,40036,19,2023-03-14,-23.4326,-46.506313
3275042,20799,19,2023-03-14,-23.573563,-46.72733
3275461,20809,19,2023-03-14,-23.553667,-46.639027
3275464,20804,19,2023-03-14,-23.557722,-46.69235
3275652,21011,19,2023-03-14,-23.543425,-46.70402
3275918,21015,19,2023-03-14,-23.532478,-46.705338
3275934,21030,19,2023-03-14,-23.682894,-46.639606
3276592,20800,19,2023-03-14,-23.47655,-46.76017
3276593,21004,19,2023-03-14,-23.448364,-46.689835
3276816,21017,19,2023-03-14,-23.570133,-46.70546
3276835,20994,19,2023-03-14,-23.434202,-46.561554
3286693,19987,19,2023-03-14,-23.673258,-46.53757
3286738,20020,19,2023-03-14,-23.613544,-46.590935
3286921,19993,19,2023-03-14,-23.571901,-46.702473
3287128,20482,19,2023-03-14,-23.607,-46.60184
3287134,20450,19,2023-03-14,-23.655775,-46.781467
3287194,20344,19,2023-03-14,-23.755476,-46.658745
3287237,20001,19,2023-03-14,-23.447327,-46.724693
3287249,20512,19,2023-03-14,-23.60054,-46.81751
3287251,20282,19,2023-03-14,-23.552172,-46.776966
3287327,19869,19,2023-03-14,-23.681032,-46.582188
3287355,20321,19,2023-03-14,-23.728952,-46.551327
3287532,19930,19,2023-03-14,-23.71855,-46.580025
3287544,20006,19,2023-03-14,-23.57033,-46.705624
3287583,19958,19,2023-03-14,-23.558434,-46.691216
3287607,19974,19,2023-03-14,-23.623083,-46.61046
3287609,19978,19,2023-03-14,-23.530836,-46.76415
3287708,20008,19,2023-03-14,-23.443237,-46.75181
3287753,20017,19,2023-03-14,-23.764004,-46.687794
3287802,20492,19,2023-03-14,-23.612074,-46.944057
3287804,20519,19,2023-03-14,-23.570032,-46.70666
3287829,20710,19,2023-03-14,-23.641653,-46.786873
3287830,20700,19,2023-03-14,-23.699917,-46.793545
3287835,20468,19,2023-03-14,-23.65963,-46.69528
3287836,20461,19,2023-03-14,-23.62092,-46.728737
3287842,20459,19,2023-03-14,-23.170404,-46.864758
3287854,20009,19,2023-03-14,-23.682852,-46.743275
3287874,19911,19,2023-03-14,-23.590364,-46.76716
3287881,19888,19,2023-03-14,-23.658003,-46.784813
3287914,20724,19,2023-03-14,-23.650925,-46.748486
3287917,19952,19,2023-03-14,-23.766869,-46.69181
3287976,20702,19,2023-03-14,-23.684803,-46.74612
3287989,20521,19,2023-03-14,-23.560865,-46.64051
3288002,19968,19,2023-03-14,-23.608747,-46.734577
3288016,19945,19,2023-03-14,-23.45177,-46.579628
3288172,20498,19,2023-03-14,-23.49427,-46.7469
3288362,20477,19,2023-03-14,-23.502876,-46.451332
3288822,19874,19,2023-03-14,-23.54707,-46.78785
3288836,19932,19,2023-03-14,-23.62423,-46.68233
3288871,20457,19,2023-03-14,-23.546093,-46.64884
3288924,20018,19,2023-03-14,-23.543356,-46.699844
3289174,19977,19,2023-03-13,-23.558037,-46.567333
3289249,20015,19,2023-03-13,-23.54353,-46.86677
3289263,19974,19,2023-03-13,-23.629225,-46.627754
3289265,20016,19,2023-03-13,-23.641277,-46.67597
3289268,19981,19,2023-03-13,-23.607962,-46.65212
3289648,20473,19,2023-03-13,-23.671257,-46.637905
3289724,20461,19,2023-03-13,-23.605963,-46.72547
3289732,19931,19,2023-03-13,-23.543161,-46.761566
3289734,20454,19,2023-03-13,-23.613907,-46.74763
3289836,20736,19,2023-03-13,-23.577179,-46.744564
3289902,20807,19,2023-03-13,-23.574043,-46.674164
3289910,20802,19,2023-03-13,-23.543207,-46.656597
3289947,20521,19,2023-03-13,-23.571928,-46.671104
3289948,19869,19,2023-03-13,-23.673698,-46.58569
3289950,20507,19,2023-03-13,-23.653282,-46.743042
3289951,20462,19,2023-03-13,-23.567062,-46.663208
3289976,19957,19,2023-03-13,-23.468403,-46.653122
3290106,20498,19,2023-03-13,-23.496471,-46.746403
3290264,20477,19,2023-03-13,-23.558695,-46.703053
3290680,19917,19,2023-03-13,-23.62921,-46.611904
3290741,20457,19,2023-03-13,-23.546247,-46.64899
3290751,21015,19,2023-03-13,-23.676107,-46.792057
3290784,20018,19,2023-03-13,-23.54329,-46.699528
3290935,19930,19,2023-03-13,-23.71849,-46.58006
3290940,19998,19,2023-03-13,-23.554058,-46.648632
3290953,19987,19,2023-03-13,-23.673647,-46.47883
3290980,19997,19,2023-03-13,-23.700478,-46.771954
3291009,19961,19,2023-03-13,-23.64546,-46.65987
3291173,19986,19,2023-03-13,-23.460142,-46.68566
3291225,20519,19,2023-03-13,-23.570066,-46.706707
3291326,21002,19,2023-03-13,-23.745316,-46.805065
3291344,20800,19,2023-03-13,-23.476477,-46.76004
3291427,20535,19,2023-03-13,-23.748095,-46.67933
3291625,21014,19,2023-03-13,-23.501272,-46.77496
3291723,19873,19,2023-03-13,-23.596977,-46.486366
3291732,20466,19,2023-03-13,-23.517918,-46.549194
3291761,21006,19,2023-03-13,-23.584726,-46.718746
3291768,19970,19,2023-03-13,-23.570185,-46.70561
3294545,40064,19,2023-03-17,-23.623816,-46.793682
3294546,39978,19,2023-03-17,-23.666225,-46.765705
3294547,40032,19,2023-03-17,-23.6148,-46.799553
3294549,40035,19,2023-03-17,-23.564316,-46.669624
3294554,40000,19,2023-03-17,-23.568035,-46.68612
3295788,39816,19,2023-03-17,-23.686337,-46.781784
3295789,40037,19,2023-03-17,-23.562191,-46.676006
3299853,29529,19,2023-03-17,-23.469421,-46.657333
3307340,19930,19,2023-03-17,-23.71846,-46.58008
3307368,19984,19,2023-03-17,-23.384,-46.324245
3307369,20023,19,2023-03-17,-23.50312,-46.60948
3307423,19988,19,2023-03-17,-23.571167,-46.68668
3307431,19997,19,2023-03-17,-23.700455,-46.771965
3307435,19991,19,2023-03-17,-23.599607,-46.678257
3307436,19962,19,2023-03-17,-23.500153,-46.652836
3307469,20016,19,2023-03-17,-23.629452,-46.675003
3307675,19993,19,2023-03-17,-23.564608,-46.694546
3307677,19980,19,2023-03-17,-23.435352,-46.506184
3307691,20008,19,2023-03-17,-23.527739,-46.678036
3308030,20698,19,2023-03-17,-23.633587,-46.80992
3308035,20466,19,2023-03-17,-23.554548,-46.6506
3308042,20474,19,2023-03-17,-23.470217,-46.534798
3308043,20704,19,2023-03-17,-23.665028,-46.641273
3308063,20450,19,2023-03-17,-23.655533,-46.782932
3308064,20454,19,2023-03-17,-23.615582,-46.835068
3308065,19866,19,2023-03-17,-23.499756,-46.644024
3308116,20009,19,2023-03-17,-23.682426,-46.74785
3308161,20805,19,2023-03-17,-23.691463,-46.550232
3308166,20696,19,2023-03-17,-23.717201,-46.779083
3308175,19954,19,2023-03-17,-23.603498,-46.627644
3308182,20344,19,2023-03-17,-23.658478,-46.700745
3308213,21004,19,2023-03-17,-23.443768,-46.750656
3308224,20706,19,2023-03-17,-23.562023,-46.62477
3308225,20515,19,2023-03-17,-23.529987,-46.728523
3308255,20282,19,2023-03-17,-23.519897,-46.74808
3308298,19950,19,2023-03-17,-23.565428,-46.655186
3308299,19871,19,2023-03-17,-23.554464,-46.7075
3308302,20807,19,2023-03-17,-23.581093,-46.670864
3308326,19912,19,2023-03-17,-23.526842,-46.447636
3308363,20521,19,2023-03-17,-23.565731,-46.638927
3308366,21011,19,2023-03-17,-23.615547,-46.67367
3308404,19957,19,2023-03-17,-23.481096,-46.65821
3308412,20508,19,2023-03-17,-23.488737,-46.628338
3308709,19999,19,2023-03-17,-23.608345,-46.66512
3309322,19917,19,2023-03-17,-23.538183,-46.76223
3309335,19874,19,2023-03-17,-23.547073,-46.78772
3309399,19934,19,2023-03-17,-23.649612,-46.747173
3309564,19960,19,2023-03-17,-23.48466,-46.734077
3309593,20015,19,2023-03-17,-23.543577,-46.86781
3309602,20025,19,2023-03-17,-23.710262,-46.640495
3309756,20519,19,2023-03-17,-23.57011,-46.706642
3309834,21002,19,2023-03-17,-23.745268,-46.805183
3309847,20736,19,2023-03-17,-23.577162,-46.744534
3309963,20498,19,2023-03-17,-23.49713,-46.746456
3310039,19955,19,2023-03-17,-23.570185,-46.705524
3310121,19932,19,2023-03-17,-23.595488,-46.72666
3310122,19899,19,2023-03-17,-23.498856,-46.817978
3310171,19911,19,2023-03-17,-23.590473,-46.767216
3310184,21000,19,2023-03-17,-23.5701,-46.705517
3310186,20813,19,2023-03-17,-23.68039,-46.793613
3310199,39816,19,2023-03-16,-23.697796,-46.77949
3310202,40036,19,2023-03-16,-23.432856,-46.506374
3311271,39968,19,2023-03-16,-23.583216,-46.806343
3311272,39797,19,2023-03-16,-23.426895,-46.58237
3311503,19977,19,2023-03-16,-23.562017,-46.58525
3311519,20023,19,2023-03-16,-23.503717,-46.68194
3311594,20020,19,2023-03-16,-23.60015,-46.59194
3311597,20015,19,2023-03-16,-23.505594,-46.83292
3311617,20016,19,2023-03-16,-23.574442,-46.627438
3311622,19961,19,2023-03-16,-23.594393,-46.689228
3311793,19963,19,2023-03-16,-23.65408,-46.663868
3311956,19986,19,2023-03-16,-23.469519,-46.684494
3312153,20698,19,2023-03-16,-23.585293,-46.751575
3312156,20466,19,2023-03-16,-23.557182,-46.658092
3312157,20510,19,2023-03-16,-23.590822,-46.694084
3312161,20482,19,2023-03-16,-23.594776,-46.670574
3312189,21000,19,2023-03-16,-23.57033,-46.70472
3312278,19911,19,2023-03-16,-23.590656,-46.767277
3312296,20696,19,2023-03-16,-23.742025,-46.779087
3312346,21004,19,2023-03-16,-23.44295,-46.709057
3312359,20724,19,2023-03-16,-23.614332,-46.66833
3312360,20706,19,2023-03-16,-23.565845,-46.651665
3312361,20801,19,2023-03-16,-23.492252,-46.69932
3312364,19952,19,2023-03-16,-23.777517,-46.699867
3312415,19900,19,2023-03-16,-23.669489,-46.63641
3312456,20813,19,2023-03-16,-23.676413,-46.800297
3312511,21011,19,2023-03-16,-23.553888,-46.67667
3312512,21006,19,2023-03-16,-23.584558,-46.71868
3312513,19920,19,2023-03-16,-23.58979,-46.39726
3312524,19968,19,2023-03-16,-23.561962,-46.675488
3312541,19957,19,2023-03-16,-23.476244,-46.649487
3312687,20498,19,2023-03-16,-23.558268,-46.775917
3312784,19918,19,2023-03-16,-23.552273,-46.693604
3312794,19999,19,2023-03-16,-23.54884,-46.66337
3313210,19899,19,2023-03-16,-23.540552,-46.805542
3313238,20457,19,2023-03-16,-23.534266,-46.652706
3313258,19934,19,2023-03-16,-23.652744,-46.747414
3313364,19903,19,2023-03-16,-23.662548,-46.623333
3313372,19873,19,2023-03-16,-23.596914,-46.486317
3313449,20006,19,2023-03-16,-23.570044,-46.705097
3313452,19984,19,2023-03-16,-23.384205,-46.32444
3313467,19979,19,2023-03-16,-23.776886,-46.70046
3313582,20007,19,2023-03-16,-23.603497,-46.68167
3313691,20473,19,2023-03-16,-23.671337,-46.637897
3313780,20920,19,2023-03-16,-23.5579,-46.642803
3313798,19948,19,2023-03-16,-23.54221,-46.879414
3313833,20512,19,2023-03-16,-23.605474,-46.90904
3313849,19871,19,2023-03-16,-23.574583,-46.73237
3313878,21012,19,2023-03-16,-23.699875,-46.85807
3313880,20462,19,2023-03-16,-23.626068,-46.8071
3314056,21030,19,2023-03-16,-23.671862,-46.695305
3314105,20344,19,2023-03-16,-23.73825,-46.667793
3314128,20704,19,2023-03-16,-23.659712,-46.64134
3317331,19930,20,2023-03-15,-23.71764,-46.580032
3317415,19979,20,2023-03-15,-23.777645,-46.700283
3317612,19993,20,2023-03-15,-23.540318,-46.715416
3317758,20012,20,2023-03-15,-23.624983,-46.768486
3317833,20465,20,2023-03-15,-23.586414,-46.60573
3317843,20710,20,2023-03-15,-23.675238,-46.862385
3317845,20700,20,2023-03-15,-23.699957,-46.793438
3317847,20466,20,2023-03-15,-23.561314,-46.658245
3317851,20482,20,2023-03-15,-23.584394,-46.646305
3317861,19931,20,2023-03-15,-23.570637,-46.704544
3317910,19880,20,2023-03-15,-23.654648,-46.666527
3317919,19911,20,2023-03-15,-23.595177,-46.76181
3317923,19888,20,2023-03-15,-23.557411,-46.65876
3317930,20920,20,2023-03-15,-23.558561,-46.612213
3317979,20812,20,2023-03-15,-23.68056,-46.51747
3317980,20814,20,2023-03-15,-23.688278,-46.782314
3318021,20733,20,2023-03-15,-23.605194,-46.69905
3318093,19982,20,2023-03-15,-23.532713,-46.726303
3318099,20702,20,2023-03-15,-23.684797,-46.746002
3318120,20521,20,2023-03-15,-23.597445,-46.66384
3318126,19920,20,2023-03-15,-23.589895,-46.39731
3318155,20535,20,2023-03-15,-23.56963,-46.6967
3318161,19957,20,2023-03-15,-23.481005,-46.65018
3318310,20498,20,2023-03-15,-23.496817,-46.74626
3318745,21014,20,2023-03-15,-23.541906,-46.33909
3318925,19925,20,2023-03-15,-23.572758,-46.798687
3318986,19934,20,2023-03-15,-23.634045,-46.731438
3319439,20473,20,2023-03-15,-23.671398,-46.637802
3319468,20526,20,2023-03-15,-23.665773,-46.531906
3319474,20510,20,2023-03-15,-23.670177,-46.746326
3319482,20470,20,2023-03-15,-23.57586,-46.741364
3319483,20461,20,2023-03-15,-23.600626,-46.858974
3319488,20459,20,2023-03-15,-23.170387,-46.864788
3319517,20805,20,2023-03-15,-23.570463,-46.704487
3319529,20355,20,2023-03-15,-23.53254,-46.980362
3319545,20282,20,2023-03-15,-23.538006,-46.81119
3319608,20508,20,2023-03-15,-23.511368,-46.592575
3319734,19955,20,2023-03-15,-23.608992,-46.724113
3319832,21017,20,2023-03-15,-23.570263,-46.70548
3319893,20515,20,2023-03-15,-23.572227,-46.803593
3319924,39564,20,2023-03-14,-23.351265,-46.761017
3319925,39844,20,2023-03-14,-23.754305,-46.659397
3319926,40036,20,2023-03-14,-23.43282,-46.50626
3321400,40032,20,2023-03-15,-23.571634,-46.716354
3321402,40037,20,2023-03-15,-23.590002,-46.672493
3321404,40061,20,2023-03-15,-23.499537,-46.73414
3324107,20804,20,2023-03-14,-23.564648,-46.747425
3324120,21004,20,2023-03-14,-23.457123,-46.685173
3324238,20813,20,2023-03-14,-23.678898,-46.79378
3324534,21015,20,2023-03-14,-23.472696,-46.69362
3324548,21030,20,2023-03-14,-23.682976,-46.63934
3324933,20805,20,2023-03-14,-23.672766,-46.763935
3325333,21002,20,2023-03-14,-23.745264,-46.80492
3325392,21029,20,2023-03-14,-23.590536,-46.905663
3325534,21000,20,2023-03-14,-23.570328,-46.705616
3335217,19977,20,2023-03-14,-23.561182,-46.597267
3335232,20023,20,2023-03-14,-23.503893,-46.62902
3335236,19960,20,2023-03-14,-23.426682,-46.713696
3335295,20025,20,2023-03-14,-23.710361,-46.640625
3335646,20510,20,2023-03-14,-23.535692,-46.72634
3335648,20509,20,2023-03-14,-23.721249,-46.707638
3335704,20696,20,2023-03-14,-23.742107,-46.779037
3335768,19900,20,2023-03-14,-23.677612,-46.704372
3335769,20282,20,2023-03-14,-23.526787,-46.811214
3335796,19871,20,2023-03-14,-23.597317,-46.645
3335820,19912,20,2023-03-14,-23.557087,-46.50624
3335869,20535,20,2023-03-14,-23.698097,-46.691856
3335881,20508,20,2023-03-14,-23.478579,-46.621754
3336130,19997,20,2023-03-14,-23.700512,-46.771927
3336135,19991,20,2023-03-14,-23.72936,-46.786957
3336136,19962,20,2023-03-14,-23.660128,-46.659218
3336143,20000,20,2023-03-14,-23.485304,-46.413074
3336151,19978,20,2023-03-14,-23.530891,-46.764072
3336155,20016,20,2023-03-14,-23.62949,-46.674934
3336268,20007,20,2023-03-14,-23.603542,-46.681683
3336381,19985,20,2023-03-14,-23.698586,-46.780334
3336398,20475,20,2023-03-14,-23.760117,-46.684753
3336402,20700,20,2023-03-14,-23.699894,-46.79346
3336409,20468,20,2023-03-14,-23.65967,-46.69527
3336410,20470,20,2023-03-14,-23.575485,-46.71703
3336434,19996,20,2023-03-14,-23.615198,-46.70165
3336445,19880,20,2023-03-14,-23.654804,-46.666683
3336449,19911,20,2023-03-14,-23.590403,-46.767193
3336481,20706,20,2023-03-14,-23.55725,-46.624756
3336484,19952,20,2023-03-14,-23.76695,-46.69173
3336543,20702,20,2023-03-14,-23.684988,-46.746124
3336550,20507,20,2023-03-14,-23.649805,-46.742985
3336558,19968,20,2023-03-14,-23.608747,-46.734577
3336568,19957,20,2023-03-14,-23.480946,-46.65017
3336818,19918,20,2023-03-14,-23.551428,-46.628883
3337311,19874,20,2023-03-14,-23.552637,-46.78757
3337325,19921,20,2023-03-14,-23.60102,-46.576725
3337328,19932,20,2023-03-14,-23.576654,-46.68094
3337356,20457,20,2023-03-14,-23.54735,-46.64846
