,veiculo_id,hr_ini,ping_dt,latitude_final_nr,longitude_final_nr
489145,21015,10,2023-03-14,-23.676083,-46.798748
500303,19977,10,2023-03-14,-23.6437,-46.578056
500317,19984,10,2023-03-14,-23.397793,-46.313297
500321,19970,10,2023-03-14,-23.584995,-46.70543
500360,20015,10,2023-03-14,-23.543558,-46.86812
500391,20019,10,2023-03-14,-23.670774,-46.738434
500602,20473,10,2023-03-14,-23.535604,-46.61447
500634,20526,10,2023-03-14,-23.622143,-46.580875
500643,20463,10,2023-03-14,-23.615564,-46.743755
500645,20468,10,2023-03-14,-23.661224,-46.64927
500650,20454,10,2023-03-14,-23.5801,-46.743233
500668,20009,10,2023-03-14,-23.629179,-46.645603
500669,19996,10,2023-03-14,-23.611097,-46.70218
500758,19950,10,2023-03-14,-23.597343,-46.658127
500772,19912,10,2023-03-14,-23.521358,-46.54595
500793,19920,10,2023-03-14,-23.655718,-46.682762
500810,20535,10,2023-03-14,-23.74998,-46.712227
500814,19957,10,2023-03-14,-23.466694,-46.67454
501035,19998,10,2023-03-14,-23.554031,-46.648613
501289,20008,10,2023-03-14,-23.443167,-46.751984
501422,20529,10,2023-03-14,-23.496872,-46.811047
501457,20475,10,2023-03-14,-23.759977,-46.684837
501464,20710,10,2023-03-14,-23.641674,-46.786877
501465,20698,10,2023-03-14,-23.752531,-46.65645
501468,20466,10,2023-03-14,-23.517847,-46.54916
501471,20509,10,2023-03-14,-23.756624,-46.70771
501524,19911,10,2023-03-14,-23.590425,-46.76709
501529,19888,10,2023-03-14,-23.446003,-46.916183
501578,19952,10,2023-03-14,-23.770824,-46.69981
501620,20733,10,2023-03-14,-23.619017,-46.75841
501660,20702,10,2023-03-14,-23.684883,-46.74618
501676,19878,10,2023-03-14,-23.52054,-46.66606
501680,20507,10,2023-03-14,-23.671892,-46.79732
501681,20462,10,2023-03-14,-23.58363,-46.684727
501967,19918,10,2023-03-14,-23.655727,-46.802605
502497,19874,10,2023-03-14,-23.555277,-46.706013
502829,19960,10,2023-03-13,-23.554255,-46.704403
502855,19979,10,2023-03-13,-23.570465,-46.70493
502875,20014,10,2023-03-13,-23.658833,-46.7599
503019,19993,10,2023-03-13,-23.57264,-46.672215
503179,20473,10,2023-03-13,-23.671068,-46.638046
503183,20519,10,2023-03-13,-23.515182,-46.555923
503232,20450,10,2023-03-13,-23.677301,-46.78151
503234,20454,10,2023-03-13,-23.615194,-46.790985
503236,21000,10,2023-03-13,-23.564428,-46.65263
503282,19888,10,2023-03-13,-23.658161,-46.78468
503285,20696,10,2023-03-13,-23.741962,-46.77894
503317,20801,10,2023-03-13,-23.477112,-46.67817
503375,20813,10,2023-03-13,-23.667374,-46.793533
503393,19982,10,2023-03-13,-23.539707,-46.7119
503438,19945,10,2023-03-13,-23.512325,-46.612873
503926,21014,10,2023-03-13,-23.501362,-46.77509
504056,19917,10,2023-03-13,-23.520212,-46.749313
504161,20011,10,2023-03-13,-23.515463,-46.722378
504203,19903,10,2023-03-13,-23.639402,-46.81101
504209,19873,10,2023-03-13,-23.59654,-46.486336
504353,19987,10,2023-03-13,-23.673548,-46.47866
504383,19958,10,2023-03-13,-23.601944,-46.67612
504398,19997,10,2023-03-13,-23.70044,-46.77204
504427,19978,10,2023-03-13,-23.53207,-46.76467
504554,20007,10,2023-03-13,-23.603481,-46.681664
504656,20017,10,2023-03-13,-23.763945,-46.687866
504700,20012,10,2023-03-13,-23.469526,-46.900406
504738,19985,10,2023-03-13,-23.698545,-46.780254
504741,20452,10,2023-03-13,-23.497902,-46.632656
504772,20475,10,2023-03-13,-23.760027,-46.684864
504774,20465,10,2023-03-13,-23.585379,-46.57074
504783,20700,10,2023-03-13,-23.699814,-46.793663
504846,19911,10,2023-03-13,-23.590385,-46.767174
504851,20805,10,2023-03-13,-23.6727,-46.763947
504889,20804,10,2023-03-13,-23.565462,-46.74753
504898,21004,10,2023-03-13,-23.461346,-46.685165
504960,19950,10,2023-03-13,-23.5169,-46.428444
505007,19878,10,2023-03-13,-23.520428,-46.666046
505013,20507,10,2023-03-13,-23.64995,-46.743057
505039,21029,10,2023-03-13,-23.531048,-46.938465
505048,20321,10,2023-03-13,-23.568659,-46.69851
505336,19932,10,2023-03-13,-23.595528,-46.726536
505397,19912,10,2023-03-13,-23.565535,-46.561176
505414,20019,10,2023-03-13,-23.672533,-46.73856
505425,20463,10,2023-03-13,-23.675001,-46.649834
505443,19986,10,2023-03-13,-23.54287,-46.646225
505475,19884,10,2023-03-13,-23.69394,-46.582268
508266,40069,10,2023-03-17,-23.57008,-46.70536
508269,40032,10,2023-03-17,-23.56886,-46.66837
508271,40034,10,2023-03-17,-23.563997,-46.652096
509457,40068,10,2023-03-17,-23.490068,-46.56449
513811,29526,10,2023-03-17,-23.692574,-46.747467
521335,19979,10,2023-03-17,-23.593616,-46.68943
521340,19988,10,2023-03-17,-23.65269,-46.821136
521357,20014,10,2023-03-17,-23.642122,-46.72659
521366,20000,10,2023-03-17,-23.559303,-46.631653
521375,19978,10,2023-03-17,-23.53182,-46.763065
521518,20008,10,2023-03-17,-23.485298,-46.738964
521758,20710,10,2023-03-17,-23.64429,-46.776203
521762,20466,10,2023-03-17,-23.572144,-46.644344
521765,20509,10,2023-03-17,-23.656528,-46.66201
521768,20474,10,2023-03-17,-23.472843,-46.5347
521769,20704,10,2023-03-17,-23.565796,-46.599953
521770,20463,10,2023-03-17,-23.675283,-46.649822
521856,19911,10,2023-03-17,-23.58358,-46.772552
521895,20706,10,2023-03-17,-23.553205,-46.428005
521992,21011,10,2023-03-17,-23.56939,-46.765785
521993,21012,10,2023-03-17,-23.580729,-46.693253
521994,19920,10,2023-03-17,-23.67889,-46.677986
521995,20462,10,2023-03-17,-23.570944,-46.705055
522300,19999,10,2023-03-17,-23.598978,-46.658733
522387,20477,10,2023-03-17,-23.568705,-46.685017
522804,19917,10,2023-03-17,-23.52025,-46.749268
522819,19925,10,2023-03-17,-23.572676,-46.798664
522840,19883,10,2023-03-17,-23.629955,-46.47079
522843,19899,10,2023-03-17,-23.553679,-46.7553
522863,20457,10,2023-03-17,-23.546516,-46.648647
522894,19936,10,2023-03-17,-23.521933,-46.52876
522941,20011,10,2023-03-17,-23.516047,-46.721752
522950,21030,10,2023-03-17,-23.660757,-46.729702
523178,19997,10,2023-03-17,-23.700493,-46.771973
523205,20025,10,2023-03-17,-23.710192,-46.640553
523503,20529,10,2023-03-17,-23.499733,-46.80957
523509,20452,10,2023-03-17,-23.497894,-46.632423
523544,20465,10,2023-03-17,-23.585365,-46.57041
523552,20510,10,2023-03-17,-23.63748,-46.654224
523615,21002,10,2023-03-17,-23.745226,-46.80515
523638,20804,10,2023-03-17,-23.56547,-46.74749
523702,20802,10,2023-03-17,-23.669542,-46.714638
523713,20702,10,2023-03-17,-23.684711,-46.7461
523747,19957,10,2023-03-17,-23.480953,-46.65027
523757,20321,10,2023-03-17,-23.723429,-46.523045
523942,20518,10,2023-03-17,-23.63376,-46.669807
524035,19932,10,2023-03-17,-23.59543,-46.726597
524049,21017,10,2023-03-17,-23.63634,-46.78264
524085,19873,10,2023-03-17,-23.596584,-46.48641
524111,19998,10,2023-03-17,-23.553902,-46.648514
524131,20800,10,2023-03-17,-23.470535,-46.751637
524193,40036,10,2023-03-16,-23.435432,-46.510036
524194,40061,10,2023-03-16,-23.581896,-46.752636
525138,39881,10,2023-03-16,-23.563557,-46.625553
525139,40068,10,2023-03-16,-23.490084,-46.56448
525329,39978,10,2023-03-16,-23.666265,-46.76616
525330,40032,10,2023-03-16,-23.742167,-46.77849
525563,19930,10,2023-03-16,-23.718517,-46.58011
525571,19998,10,2023-03-16,-23.554012,-46.64873
525618,19958,10,2023-03-16,-23.598162,-46.686695
525639,19991,10,2023-03-16,-23.735792,-46.79563
525640,20014,10,2023-03-16,-23.651743,-46.73943
525641,20015,10,2023-03-16,-23.54351,-46.868004
525645,20000,10,2023-03-16,-23.699436,-46.84808
525655,20016,10,2023-03-16,-23.629402,-46.665417
525659,19961,10,2023-03-16,-23.596165,-46.670197
525837,20008,10,2023-03-16,-23.472788,-46.751774
526100,20710,10,2023-03-16,-23.57754,-46.76562
526101,20698,10,2023-03-16,-23.54827,-46.70816
526110,20704,10,2023-03-16,-23.67466,-46.666977
526114,20468,10,2023-03-16,-23.562155,-46.73648
526136,20499,10,2023-03-16,-23.570345,-46.70438
526244,20812,10,2023-03-16,-23.665909,-46.432034
526245,20814,10,2023-03-16,-23.571058,-46.704914
526248,19952,10,2023-03-16,-23.770788,-46.69984
526285,19900,10,2023-03-16,-23.674208,-46.636456
526288,20733,10,2023-03-16,-23.619,-46.7584
526317,20802,10,2023-03-16,-23.63622,-46.70454
526337,20702,10,2023-03-16,-23.684824,-46.74613
526422,19901,10,2023-03-16,-23.534216,-46.178654
526554,19999,10,2023-03-16,-23.604403,-46.6
526599,20477,10,2023-03-16,-23.567991,-46.66438
526672,19955,10,2023-03-16,-23.608992,-46.724163
526908,19917,10,2023-03-16,-23.520264,-46.749348
527029,20018,10,2023-03-16,-23.530266,-46.65982
527099,19903,10,2023-03-16,-23.662308,-46.622387
527218,20006,10,2023-03-16,-23.406176,-46.478592
527536,20012,10,2023-03-16,-23.581373,-46.701702
527636,20526,10,2023-03-16,-23.658453,-46.55718
527652,20470,10,2023-03-16,-23.57598,-46.74132
527727,20696,10,2023-03-16,-23.609268,-46.668415
527731,19954,10,2023-03-16,-23.674143,-46.794727
527754,20801,10,2023-03-16,-23.476934,-46.678223
527755,19948,10,2023-03-16,-23.542217,-46.87925
527832,20462,10,2023-03-16,-23.583385,-46.684845
527857,20508,10,2023-03-16,-23.454697,-46.648262
527858,20321,10,2023-03-16,-23.568895,-46.69847
527997,21014,10,2023-03-16,-23.50133,-46.774933
528034,19921,10,2023-03-16,-23.604292,-46.574993
528125,20804,10,2023-03-16,-23.565434,-46.747505
528158,19986,10,2023-03-16,-23.542887,-46.646225
531289,19977,11,2023-03-15,-23.56651,-46.594246
531295,20006,11,2023-03-15,-23.40655,-46.47864
531343,19958,11,2023-03-15,-23.596252,-46.689667
531367,20014,11,2023-03-15,-23.675762,-46.783962
531377,20000,11,2023-03-15,-23.668371,-46.584583
531387,20016,11,2023-03-15,-23.577442,-46.675556
531537,19993,11,2023-03-15,-23.565186,-46.684925
531539,19963,11,2023-03-15,-23.664257,-46.66389
531689,20012,11,2023-03-15,-23.590458,-46.701603
531717,20473,11,2023-03-15,-23.665035,-46.704636
531721,20519,11,2023-03-15,-23.458193,-46.55596
531734,19985,11,2023-03-15,-23.698471,-46.78035
531781,20509,11,2023-03-15,-23.570766,-46.704918
531783,20474,11,2023-03-15,-23.472975,-46.53915
531789,20468,11,2023-03-15,-23.61229,-46.889053
531797,19866,11,2023-03-15,-23.4995,-46.644127
531851,19911,11,2023-03-15,-23.593948,-46.75057
531875,20344,11,2023-03-15,-23.755198,-46.658844
531903,20801,11,2023-03-15,-23.491177,-46.69215
531926,20512,11,2023-03-15,-23.604998,-46.90903
531927,20282,11,2023-03-15,-23.60267,-46.71874
531956,19950,11,2023-03-15,-23.540913,-46.66395
531965,20802,11,2023-03-15,-23.602753,-46.668316
532011,21006,11,2023-03-15,-23.562902,-46.704964
532012,21012,11,2023-03-15,-23.570263,-46.69035
532037,19957,11,2023-03-15,-23.480959,-46.650295
532166,19926,11,2023-03-15,-23.56368,-46.69422
532336,20477,11,2023-03-15,-23.64335,-46.668945
532765,19925,11,2023-03-15,-23.539116,-46.774796
532806,21016,11,2023-03-15,-23.690603,-46.793945
532839,19936,11,2023-03-15,-23.580223,-46.624367
532874,20011,11,2023-03-15,-23.515945,-46.722153
532920,19903,11,2023-03-15,-23.62904,-46.66114
532927,19873,11,2023-03-15,-23.596918,-46.486385
533027,19987,11,2023-03-15,-23.673613,-46.4787
533092,20019,11,2023-03-15,-23.672523,-46.738552
533321,20510,11,2023-03-15,-23.63759,-46.65413
533327,20470,11,2023-03-15,-23.575453,-46.71705
533328,20461,11,2023-03-15,-23.641497,-46.786854
533335,20459,11,2023-03-15,-23.189386,-46.88574
533376,21002,11,2023-03-15,-23.745195,-46.805225
533377,20920,11,2023-03-15,-23.557875,-46.642796
533458,21008,11,2023-03-15,-23.678127,-46.773235
533474,21029,11,2023-03-15,-23.53102,-46.938477
533788,20702,11,2023-03-15,-23.684715,-46.74607
535326,40032,11,2023-03-15,-23.742159,-46.77867
535327,40078,11,2023-03-15,-23.554203,-46.69459
535328,39968,11,2023-03-15,-23.576473,-46.639328
535329,39564,11,2023-03-15,-23.352934,-46.761066
535332,40036,11,2023-03-15,-23.481747,-46.549744
538086,20994,11,2023-03-14,-23.43413,-46.56165
538238,21011,11,2023-03-14,-23.575018,-46.750507
538451,21016,11,2023-03-14,-23.690865,-46.793995
538934,20800,11,2023-03-14,-23.476744,-46.75888
538991,21006,11,2023-03-14,-23.570211,-46.76366
539400,20805,11,2023-03-14,-23.672678,-46.763996
549584,20006,11,2023-03-14,-23.407028,-46.478664
549593,19960,11,2023-03-14,-23.554253,-46.69454
549657,19981,11,2023-03-14,-23.668898,-46.76826
549658,19961,11,2023-03-14,-23.621647,-46.672573
549954,20526,11,2023-03-14,-23.642998,-46.57683
549963,20698,11,2023-03-14,-23.752645,-46.656418
549971,20461,11,2023-03-14,-23.620893,-46.73077
549975,19866,11,2023-03-14,-23.49963,-46.644173
549996,19996,11,2023-03-14,-23.608072,-46.702183
550019,20696,11,2023-03-14,-23.607513,-46.65487
550054,20515,11,2023-03-14,-23.567776,-46.725773
550092,19950,11,2023-03-14,-23.571896,-46.63846
550093,19871,11,2023-03-14,-23.570366,-46.704407
550107,19912,11,2023-03-14,-23.566349,-46.55163
550159,19957,11,2023-03-14,-23.48088,-46.650227
550446,19974,11,2023-03-14,-23.571083,-46.70545
550454,20025,11,2023-03-14,-23.570206,-46.70561
550660,20017,11,2023-03-14,-23.763908,-46.687756
550721,19985,11,2023-03-14,-23.69858,-46.780396
550752,20509,11,2023-03-14,-23.756582,-46.707714
550753,20482,11,2023-03-14,-23.565914,-46.590416
550755,20470,11,2023-03-14,-23.575418,-46.717052
550832,20355,11,2023-03-14,-23.532616,-46.980568
550833,20724,11,2023-03-14,-23.650843,-46.74849
550834,20706,11,2023-03-14,-23.557173,-46.6248
550835,19948,11,2023-03-14,-23.542152,-46.87919
550838,19952,11,2023-03-14,-23.770796,-46.699818
550938,19968,11,2023-03-14,-23.608747,-46.734577
551209,19918,11,2023-03-14,-23.655762,-46.802677
551225,19999,11,2023-03-14,-23.547827,-46.596794
551736,19874,11,2023-03-14,-23.555277,-46.7878
551754,19921,11,2023-03-14,-23.604246,-46.574974
551757,19932,11,2023-03-14,-23.595497,-46.726635
551898,19884,11,2023-03-14,-23.693823,-46.582184
552081,20006,11,2023-03-13,-23.409342,-46.478615
552092,19960,11,2023-03-13,-23.577312,-46.67106
552126,19958,11,2023-03-13,-23.559628,-46.69112
552148,19962,11,2023-03-13,-23.740772,-46.796745
552150,20015,11,2023-03-13,-23.465496,-46.86796
552164,19981,11,2023-03-13,-23.656736,-46.744373
552508,20519,11,2023-03-13,-23.570055,-46.706734
552563,20799,11,2023-03-13,-23.581074,-46.696266
552568,20710,11,2023-03-13,-23.634672,-46.76347
552573,20509,11,2023-03-13,-23.577524,-46.70013
552640,19880,11,2023-03-13,-23.570204,-46.705578
552674,20809,11,2023-03-13,-23.697432,-46.63756
552688,20801,11,2023-03-13,-23.476925,-46.67666
552716,20282,11,2023-03-13,-23.537455,-46.811317
552755,20802,11,2023-03-13,-23.555313,-46.69655
552816,19957,11,2023-03-13,-23.476868,-46.67239
552824,19945,11,2023-03-13,-23.451702,-46.612904
553027,19999,11,2023-03-13,-23.537731,-46.57045
553089,20477,11,2023-03-13,-23.521837,-46.581078
553529,20457,11,2023-03-13,-23.546152,-46.648834
553551,19936,11,2023-03-13,-23.557007,-46.58647
553736,19930,11,2023-03-13,-23.718494,-46.58007
553752,19987,11,2023-03-13,-23.673653,-46.478745
553790,19997,11,2023-03-13,-23.700556,-46.77197
554122,20526,11,2023-03-13,-23.658375,-46.55713
554124,20475,11,2023-03-13,-23.760052,-46.68487
554135,20463,11,2023-03-13,-23.675014,-46.649834
554138,20470,11,2023-03-13,-23.575445,-46.717064
554140,20461,11,2023-03-13,-23.641785,-46.787174
554144,19866,11,2023-03-13,-23.499296,-46.643932
554218,20800,11,2023-03-13,-23.47055,-46.751698
554260,19950,11,2023-03-13,-23.516949,-46.428387
554280,19982,11,2023-03-13,-23.539616,-46.711708
554282,20702,11,2023-03-13,-23.684761,-46.74607
554290,19878,11,2023-03-13,-23.520426,-46.666107
554294,20507,11,2023-03-13,-23.649925,-46.743122
554489,19955,11,2023-03-13,-23.570112,-46.706787
554692,20696,11,2023-03-13,-23.741985,-46.778996
554707,20017,11,2023-03-13,-23.763975,-46.687843
557544,40069,11,2023-03-17,-23.57007,-46.70541
557545,40032,11,2023-03-17,-23.66784,-46.66833
557546,40035,11,2023-03-17,-23.570356,-46.70433
557547,39905,11,2023-03-17,-23.570196,-46.70421
557551,40039,11,2023-03-17,-23.635185,-46.79306
557553,39998,11,2023-03-17,-23.570295,-46.704376
557555,39797,11,2023-03-17,-23.57989,-46.62527
557556,40000,11,2023-03-17,-23.565964,-46.670315
557557,40061,11,2023-03-17,-23.581842,-46.75262
558490,39881,11,2023-03-17,-23.563587,-46.625656
563307,29526,11,2023-03-17,-23.69568,-46.77984
569112,29526,11,2023-03-16,-23.695711,-46.779728
570607,19979,11,2023-03-17,-23.563196,-46.688316
570627,20014,11,2023-03-17,-23.646524,-46.74946
570651,19961,11,2023-03-17,-23.600376,-46.65708
570823,20008,11,2023-03-17,-23.52813,-46.675404
570994,20012,11,2023-03-17,-23.581444,-46.706615
571081,20799,11,2023-03-17,-23.54087,-46.658543
571085,20700,11,2023-03-17,-23.696638,-46.701397
571091,20474,11,2023-03-17,-23.457281,-46.52736
571096,20468,11,2023-03-17,-23.536127,-46.764805
571108,20454,11,2023-03-17,-23.57175,-46.652756
571114,21000,11,2023-03-17,-23.517754,-46.7035
571161,19911,11,2023-03-17,-23.58971,-46.772522
571181,19954,11,2023-03-17,-23.644348,-46.793785
571187,20994,11,2023-03-17,-23.461481,-46.442596
571214,20706,11,2023-03-17,-23.552216,-46.6249
571217,19952,11,2023-03-17,-23.770496,-46.67403
571284,20813,11,2023-03-17,-23.65952,-46.761993
571377,20508,11,2023-03-17,-23.570452,-46.704407
571469,19901,11,2023-03-17,-23.50109,-46.180565
571539,19926,11,2023-03-17,-23.578144,-46.675674
571547,20498,11,2023-03-17,-23.49639,-46.74654
571756,20477,11,2023-03-17,-23.570877,-46.705036
572208,19917,11,2023-03-17,-23.520258,-46.749268
572218,19874,11,2023-03-17,-23.55583,-46.789715
572229,19925,11,2023-03-17,-23.572697,-46.798794
572252,19899,11,2023-03-17,-23.499943,-46.75532
572284,20457,11,2023-03-17,-23.54611,-46.649143
572298,21015,11,2023-03-17,-23.642517,-46.71363
572560,19962,11,2023-03-17,-23.660126,-46.659252
572844,20475,11,2023-03-17,-23.760042,-46.68483
572846,20465,11,2023-03-17,-23.585365,-46.57041
572892,19996,11,2023-03-17,-23.61503,-46.70214
572941,20812,11,2023-03-17,-23.68375,-46.43199
572942,20801,11,2023-03-17,-23.476908,-46.678276
573012,19869,11,2023-03-17,-23.673613,-46.57961
573033,19973,11,2023-03-17,-23.73617,-46.688957
573035,19945,11,2023-03-17,-23.451807,-46.578968
573175,19955,11,2023-03-17,-23.570185,-46.705524
573218,21014,11,2023-03-17,-23.500923,-46.77496
573277,19932,11,2023-03-17,-23.59543,-46.726597
573316,19873,11,2023-03-17,-23.596584,-46.48641
573353,20804,11,2023-03-17,-23.565466,-46.747505
573354,20800,11,2023-03-17,-23.470503,-46.75163
573393,21004,11,2023-03-17,-23.46135,-46.68519
573399,39816,11,2023-03-16,-23.57031,-46.704426
573402,39844,11,2023-03-16,-23.729431,-46.675396
573404,40036,11,2023-03-16,-23.435503,-46.50648
574339,39978,11,2023-03-16,-23.66627,-46.76605
574568,40061,11,2023-03-16,-23.58193,-46.752655
574780,20020,11,2023-03-16,-23.613836,-46.584415
574795,19961,11,2023-03-16,-23.60938,-46.68996
575206,20473,11,2023-03-16,-23.675354,-46.664524
575281,20475,11,2023-03-16,-23.750326,-46.68482
575287,20799,11,2023-03-16,-23.594751,-46.687607
575305,20468,11,2023-03-16,-23.65967,-46.695232
575323,20459,11,2023-03-16,-23.18942,-46.885746
575362,20009,11,2023-03-16,-23.682602,-46.781048
575403,20696,11,2023-03-16,-23.619892,-46.66841
575494,20733,11,2023-03-16,-23.631033,-46.74809
575517,19950,11,2023-03-16,-23.49684,-46.438602
575519,20813,11,2023-03-16,-23.66583,-46.731792
575557,21008,11,2023-03-16,-23.679844,-46.720123
575561,21011,11,2023-03-16,-23.585255,-46.747044
575726,20498,11,2023-03-16,-23.43205,-46.74384
575793,19999,11,2023-03-16,-23.5649,-46.6736
575940,20518,11,2023-03-16,-23.60461,-46.655296
576139,19874,11,2023-03-16,-23.560963,-46.804394
576173,19883,11,2023-03-16,-23.64973,-46.612442
576204,21017,11,2023-03-16,-23.63964,-46.777905
576207,20457,11,2023-03-16,-23.546139,-46.64894
576234,19936,11,2023-03-16,-23.536665,-46.529247
576328,19884,11,2023-03-16,-23.69394,-46.58222
576435,19930,11,2023-03-16,-23.718493,-46.580086
576484,19997,11,2023-03-16,-23.700497,-46.771965
576501,20016,11,2023-03-16,-23.62941,-46.675014
576504,20025,11,2023-03-16,-23.569971,-46.705128
576749,20452,11,2023-03-16,-23.497955,-46.632458
576790,20698,11,2023-03-16,-23.584665,-46.747963
576797,20470,11,2023-03-16,-23.57598,-46.74132
576803,20454,11,2023-03-16,-23.614357,-46.74761
576871,20344,11,2023-03-16,-23.738161,-46.667805
576885,20804,11,2023-03-16,-23.565441,-46.7475
576886,20736,11,2023-03-16,-23.577108,-46.74461
576960,20507,11,2023-03-16,-23.649818,-46.743095
576961,20462,11,2023-03-16,-23.583319,-46.68475
577134,21014,11,2023-03-16,-23.50133,-46.774933
577174,19932,11,2023-03-16,-23.595442,-46.72657
577227,19979,11,2023-03-16,-23.776937,-46.700462
577228,19974,11,2023-03-16,-23.57117,-46.7054
577284,20700,11,2023-03-16,-23.699875,-46.793526
577291,19878,11,2023-03-16,-23.563534,-46.68897
580608,19958,12,2023-03-15,-23.565502,-46.692215
580656,20016,12,2023-03-15,-23.535425,-46.667168
580661,19961,12,2023-03-15,-23.603382,-46.68737
580680,20019,12,2023-03-15,-23.67235,-46.73854
581010,20473,12,2023-03-15,-23.722046,-46.639088
581012,20519,12,2023-03-15,-23.507177,-46.706764
581058,20526,12,2023-03-15,-23.665033,-46.531597
581064,20799,12,2023-03-15,-23.574636,-46.732304
581071,20509,12,2023-03-15,-23.570948,-46.7049
581086,20459,12,2023-03-15,-23.181725,-46.889816
581088,20454,12,2023-03-15,-23.57054,-46.70435
581089,19866,12,2023-03-15,-23.50404,-46.651264
581197,21004,12,2023-03-15,-23.461382,-46.6851
581207,20515,12,2023-03-15,-23.569427,-46.782475
581297,21006,12,2023-03-15,-23.570555,-46.704845
581299,20462,12,2023-03-15,-23.582151,-46.71267
581314,19968,12,2023-03-15,-23.562626,-46.66142
581409,19901,12,2023-03-15,-23.501411,-46.15618
581474,19926,12,2023-03-15,-23.563492,-46.694077
582101,19874,12,2023-03-15,-23.474052,-46.4576
582137,19883,12,2023-03-15,-23.592182,-46.666477
582140,19899,12,2023-03-15,-23.568262,-46.743553
582181,19934,12,2023-03-15,-23.55397,-46.688362
582234,20011,12,2023-03-15,-23.515913,-46.72211
582281,19903,12,2023-03-15,-23.639244,-46.81092
582371,19930,12,2023-03-15,-23.718494,-46.580063
582389,20023,12,2023-03-15,-23.502945,-46.609447
582394,19970,12,2023-03-15,-23.570217,-46.705635
582438,20025,12,2023-03-15,-23.569998,-46.705097
582603,20492,12,2023-03-15,-23.612001,-46.944027
582606,20529,12,2023-03-15,-23.496668,-46.810944
582607,19985,12,2023-03-15,-23.698448,-46.78037
582610,20452,12,2023-03-15,-23.497885,-46.63233
582637,20510,12,2023-03-15,-23.637606,-46.654133
582638,20474,12,2023-03-15,-23.47304,-46.53909
582639,20704,12,2023-03-15,-23.644794,-46.642464
582640,20463,12,2023-03-15,-23.602226,-46.786873
582643,20470,12,2023-03-15,-23.575436,-46.717037
582644,20461,12,2023-03-15,-23.641926,-46.78684
582710,20804,12,2023-03-15,-23.565428,-46.747517
582751,20487,12,2023-03-15,-23.607288,-46.744778
583084,20014,12,2023-03-15,-23.67577,-46.783955
584667,39978,12,2023-03-15,-23.65679,-46.765835
584668,40078,12,2023-03-15,-23.554228,-46.70213
584670,39968,12,2023-03-15,-23.583338,-46.806435
584671,39844,12,2023-03-15,-23.779406,-46.675426
585766,40032,12,2023-03-15,-23.74214,-46.778656
586022,40068,12,2023-03-15,-23.57103,-46.705193
587389,21004,12,2023-03-14,-23.448359,-46.68982
587393,20801,12,2023-03-14,-23.537748,-46.639732
587509,20807,12,2023-03-14,-23.582603,-46.682594
588326,21006,12,2023-03-14,-23.570211,-46.76366
598914,20006,12,2023-03-14,-23.519173,-46.59093
598920,19984,12,2023-03-14,-23.412308,-46.311977
598921,20023,12,2023-03-14,-23.54757,-46.630417
598970,19958,12,2023-03-14,-23.558346,-46.691113
598977,19988,12,2023-03-14,-23.578264,-46.76027
598996,20015,12,2023-03-14,-23.46555,-46.844982
599016,19981,12,2023-03-14,-23.667694,-46.762985
599143,19993,12,2023-03-14,-23.56045,-46.688316
599145,19963,12,2023-03-14,-23.655355,-46.66395
599296,20519,12,2023-03-14,-23.570004,-46.70674
599335,20526,12,2023-03-14,-23.66251,-46.5525
599343,20700,12,2023-03-14,-23.69992,-46.79361
599382,20009,12,2023-03-14,-23.606462,-46.635056
599383,19996,12,2023-03-14,-23.61513,-46.702076
599398,20696,12,2023-03-14,-23.603352,-46.675743
599405,19954,12,2023-03-14,-23.570894,-46.70439
599455,19900,12,2023-03-14,-23.523117,-46.66958
599522,19920,12,2023-03-14,-23.611683,-46.631905
599807,19997,12,2023-03-14,-23.700464,-46.77189
599811,19962,12,2023-03-14,-23.6601,-46.65929
599831,20019,12,2023-03-14,-23.672443,-46.738434
599923,20007,12,2023-03-14,-23.603464,-46.681606
599986,19986,12,2023-03-14,-23.542952,-46.646126
600064,20466,12,2023-03-14,-23.5179,-46.549194
600066,20470,12,2023-03-14,-23.575424,-46.717056
600069,19866,12,2023-03-14,-23.49963,-46.644146
600114,19888,12,2023-03-14,-23.446001,-46.916187
600148,20724,12,2023-03-14,-23.650845,-46.748486
600149,20706,12,2023-03-14,-23.557175,-46.624798
600166,20001,12,2023-03-14,-23.447317,-46.724632
600175,20282,12,2023-03-14,-23.537966,-46.81123
600209,19982,12,2023-03-14,-23.5397,-46.712006
600215,20702,12,2023-03-14,-23.684813,-46.74615
600241,19968,12,2023-03-14,-23.608747,-46.734577
600256,20321,12,2023-03-14,-23.5688,-46.698574
600535,19999,12,2023-03-14,-23.561283,-46.684357
601047,19917,12,2023-03-14,-23.519262,-46.7493
601056,19874,12,2023-03-14,-23.555202,-46.787884
601067,19925,12,2023-03-14,-23.57272,-46.7988
601073,19921,12,2023-03-14,-23.604195,-46.57498
601130,19934,12,2023-03-14,-23.558872,-46.69145
601233,19873,12,2023-03-14,-23.600899,-46.49061
601487,20014,12,2023-03-13,-23.654364,-46.756863
601498,20016,12,2023-03-13,-23.547012,-46.695835
601667,19963,12,2023-03-13,-23.652119,-46.663742
601854,20473,12,2023-03-13,-23.671398,-46.637836
601855,20492,12,2023-03-13,-23.603682,-46.94407
601911,20710,12,2023-03-13,-23.64051,-46.767075
601923,20450,12,2023-03-13,-23.655842,-46.7815
